DATAFLOW,MEASURE: Measure,INDEX: Index,TYPE: Product Type,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,BASE_PERIOD: Reference Base Period,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment,DECIMALS: Decimals
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q1,96,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q2,102.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q3,100.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q4,105.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q1,114.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q2,109.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q3,108.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q4,99.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q1,98.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q2,94.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q3,87.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q4,91.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q1,95.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q2,89.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q3,93.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q4,92.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q1,96.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q2,94.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q3,98.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q4,102.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q1,102.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q2,102.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q3,99.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q4,94.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q1,95.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q2,99.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q3,101.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q4,101.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q1,107,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q2,107.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q3,105.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q4,116.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q1,116.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q2,126,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q3,122.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q4,123.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q1,126.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q2,127.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q3,134,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q4,132.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q1,139.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q2,141.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q3,143.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q4,143.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,1405052: 213 Basic non-ferrous metal manufacturing,OUTPUT: Output,Q: Quarterly,2021-Q1,138.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q1,90.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q2,89.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q3,91,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q4,95.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q1,97,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q2,95.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q3,96,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q4,96.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q1,97.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q2,98,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q3,98.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q4,98.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q1,98.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q2,98.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q3,98.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q4,98.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q1,100.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q2,101.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q3,105.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q4,105.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q1,105.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q2,105.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q3,107,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q4,107.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q1,107.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q2,108,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q3,109.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q4,109.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q1,110.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q2,110.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q3,113.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q4,113.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q1,113,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q2,113.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q3,114.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q4,114.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q1,115.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q2,117.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q3,118.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q4,120.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q1,121.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q2,122.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q3,124.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q4,125.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q1,126.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q2,126,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q3,126.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q4,129.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q1,133.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q2,137,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q3,135.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q4,135.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8047723: 149 Other wood product manufacturing,OUTPUT: Output,Q: Quarterly,2021-Q1,137.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q1,92.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q2,96.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q3,99.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q4,102.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q1,98.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q2,96.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q3,97.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q4,96.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q1,98.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q2,98.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q3,98.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2010-Q4,99.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q1,101,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q2,101.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q3,99.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2011-Q4,100.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q1,99.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q2,99.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q3,98.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2012-Q4,98.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q1,97.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q2,99.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q3,99.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2013-Q4,101,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q1,103.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q2,103.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q3,103.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2014-Q4,106.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q1,107.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q2,106.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q3,108.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2015-Q4,108.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q1,108.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q2,107.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q3,110,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2016-Q4,111.2,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q1,111,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q2,112.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q3,110.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2017-Q4,110.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q1,110.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q2,111.1,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q3,112.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2018-Q4,114.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q1,115.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q2,116.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q3,118.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2019-Q4,119.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q1,122,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q2,122.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q3,119.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2020-Q4,119.4,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126177: 11 Food product manufacturing,OUTPUT: Output,Q: Quarterly,2021-Q1,119.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126245: 1340 Knitted product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q1,93.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126245: 1340 Knitted product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q2,92.5,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126245: 1340 Knitted product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q3,93.9,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126245: 1340 Knitted product manufacturing,OUTPUT: Output,Q: Quarterly,2008-Q4,93.3,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126245: 1340 Knitted product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q1,93.8,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126245: 1340 Knitted product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q2,94.6,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126245: 1340 Knitted product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q3,94.7,IN: Index Numbers,,,,1: One
ABS:PPI(1.0.0),1: Index Number,8126245: 1340 Knitted product manufacturing,OUTPUT: Output,Q: Quarterly,2009-Q4,94.7,IN: Index Numbers,,,,1: One
