DATAFLOW,MEASURE: Measure,PROPERTY_TYPE: Property type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2018-Q1,-3.2,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2018-Q2,-2.9,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2018-Q3,-2.7,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2018-Q4,-4,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2019-Q1,-3.9,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2019-Q2,-5.2,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2019-Q3,-3.1,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2019-Q4,-1.8,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2020-Q1,-2.2,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2020-Q2,-1.7,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2020-Q3,-1.4,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2020-Q4,0.9,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,1: Attached dwellings,5GPER: Greater Perth,Q: Quarterly,2021-Q1,5.3,PCT: Percent,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q1,85.7,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q2,85.5,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q3,83,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q4,82.3,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q1,82.5,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q2,86.9,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q3,92.5,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q4,98.6,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q1,103.3,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q2,106.2,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q3,104.3,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q4,105.7,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q1,104.7,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q2,103.5,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q3,101.3,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q4,100,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q1,99.4,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q2,99.3,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q3,98.6,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q4,100.4,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q1,100.8,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q2,102.7,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q3,105.9,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q4,109.7,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q1,110.7,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q2,112.1,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q3,113.1,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q4,115.2,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q1,115.9,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q2,120.8,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q3,124.3,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q4,126.3,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q1,127.3,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q2,130.7,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q3,132.9,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q4,140,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q1,144.4,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q2,148.7,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q3,150.4,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q4,154.3,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q1,153.4,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q2,152.1,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q3,148.1,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q4,144.5,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q1,139,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q2,137.9,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q3,142.9,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q4,150.4,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q1,153.5,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q2,150,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q3,149.6,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q4,154.7,IN: Index Numbers,,
ABS:RPPI(1.0.0),1: Index Numbers,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2021-Q1,162.6,IN: Index Numbers,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q1,1.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q2,-0.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q3,-2.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q4,-0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q1,0.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q2,5.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q3,6.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q4,6.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q1,4.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q2,2.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q3,-1.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q4,1.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q1,-0.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q2,-1.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q3,-2.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q4,-1.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q1,-0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q2,-0.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q3,-0.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q4,1.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q1,0.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q2,1.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q3,3.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q4,3.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q1,0.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q2,1.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q3,0.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q4,1.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q1,0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q2,4.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q3,2.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q4,1.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q1,0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q2,2.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q3,1.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q4,5.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q1,3.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q2,3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q3,1.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q4,2.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q1,-0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q2,-0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q3,-2.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q4,-2.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q1,-3.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q2,-0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q3,3.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q4,5.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q1,2.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q2,-2.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q3,-0.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q4,3.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,2GMEL: Greater Melbourne,Q: Quarterly,2021-Q1,5.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2008-Q1,0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2008-Q2,-1.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2008-Q3,-3.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2008-Q4,-0.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2009-Q1,0.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2009-Q2,3.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2009-Q3,4.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2009-Q4,6.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2010-Q1,4.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2010-Q2,-0.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2010-Q3,0.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2010-Q4,0.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2011-Q1,-0.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2011-Q2,0,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2011-Q3,-3.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2011-Q4,2.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2012-Q1,0.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2012-Q2,-2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2012-Q3,0.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2012-Q4,2.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2013-Q1,-1.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2013-Q2,0.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2013-Q3,-0.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2013-Q4,0.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2014-Q1,0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2014-Q2,1.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2014-Q3,0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2014-Q4,1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2015-Q1,1.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2015-Q2,1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2015-Q3,1.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2015-Q4,3.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2016-Q1,-0.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2016-Q2,2.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2016-Q3,0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2016-Q4,3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2017-Q1,3.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2017-Q2,1.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2017-Q3,0.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2017-Q4,1.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2018-Q1,1.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2018-Q2,0.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2018-Q3,0.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2018-Q4,-0.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2019-Q1,-1.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2019-Q2,0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2019-Q3,-1.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2019-Q4,3.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2020-Q1,1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,8ACTE: Australian Capital Territory,Q: Quarterly,2020-Q2,0.8,PCT: Percent,,
