Kensington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805000,2831000,4500000,4813000,2892000,2384000,2713000,1390000,780000,1025000,725000,729888,6645000,2675000,2777500,1407500,4021000,3194000,1710000,750000,3259000,6545000,4850000,4190700,,1215000,3930000,4200000,3810000,2235000,4670000,1640000,990000,755000,,680000,1200000,2671000,1367000,2040000,,788000,1165000,925000,2060000,2900000,2832000,950000,,1310000,750000,740000,2355000,935000,790000,2685000,600000,,,1101000,1250000,1250000,3052000,,,885000,1387500,,995000,,,,980000,,550000,800000,2625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,5,3,3,3,1,1,1,1,1,6,3,3,2,4,3,2,1,4,7,5,5,,1,4,4,4,2,5,2,1,1,,1,1,3,2,2,,1,1,1,2,3,3,1,,2,1,1,3,1,1,3,1,,,1,1,1,3,,,1,1,,1,,,,1,,1,1,3,135676088,146
Kenwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765900,1755000,2720500,2080000,2932500,2153000,2309600,2242000,2139000,2631000,1201000,852000,838000,1179000,740000,2848507,1222000,2509000,316500,300000,358000,320000,775000,420000,590000,1498000,800000,400000,1405000,275000,520000,78000,3685420,757000,496000,320000,725000,,,902000,3054000,,,,700000,350000,1035000,,300000,265000,,,,319000,362500,1390000,,,,480000,,670000,,,,,325000,380000,370000,,225000,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,4,6,6,6,6,5,7,4,2,2,4,2,7,3,6,1,1,1,1,2,1,2,4,2,1,4,1,1,1,6,2,2,1,2,,,3,7,,,,2,1,3,,1,1,,,,1,1,3,,,,1,,2,,,,,1,1,1,,1,1,59644427,150
Kewdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935000,448000,920000,1806000,3835000,1207000,1205000,1832000,1202000,2148000,490000,2227500,,2246400,535000,1795000,1321000,390000,675000,1094000,710000,873000,1157000,1331000,1510000,1913000,365000,1091500,,,,,335000,465000,1110000,,1182000,625000,300000,540000,,840000,,,,1544900,330000,435000,875000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,6,2,2,4,3,4,1,4,,4,1,3,3,1,1,2,2,2,2,3,3,4,1,3,,,,,1,1,2,,2,1,1,1,,1,,,,3,1,1,2,,43844300,85
Keysbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300000,,,,,,,525000,,,,,,,,,,,,,,,,,660000,,,,,,,,,,,,,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5135000,5
Kiara,,,,,,572500,385000,727000,168000,,,,410000,350000,,,,,,735000,395000,1375000,410000,,,,,345000,,732500,400000,,1789000,445000,1190000,,,,190000,983000,,1320000,485000,451000,435000,433000,370000,,,,,390000,,,,,835000,392500,378000,,445000,400000,,1332500,793500,760000,1176000,,,1353000,,825000,819000,,450000,520000,385000,,,445000,682500,407000,200000,365000,679000,480000,,1120000,560000,1837000,1367000,420000,1410000,750000,520000,418000,495000,1077500,575000,1013000,370000,610000,1365000,1230000,,470000,410000,,430000,,1585000,,511000,467500,460000,550000,435000,,515000,,,1363000,530000,820000,389000,370000,1255000,426500,,,340000,,,,250000,,,400000,420000,476000,,,459000,,355000,440000,,407000,285000,,,905000,,367000,525000,278000,375000,,,,,,467500,,,,,475000,,,,,,2,1,2,1,,,,1,1,,,,,,2,1,3,1,,,,,1,,2,1,,4,1,3,,,,1,2,,3,1,1,1,1,1,,,,,1,,,,,2,1,1,,1,1,,3,2,2,3,,,3,,2,2,,1,1,1,,,1,2,1,1,1,2,1,,2,1,4,3,1,3,1,1,1,1,2,1,2,1,1,3,3,,1,1,,1,,3,,1,1,1,1,1,,1,,,3,1,2,1,1,3,1,,,1,,,,1,,,1,1,1,,,1,,1,1,,1,1,,,2,,1,1,1,1,,,,,,1,,,,,1,62958000,147
Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294000,500000,2269000,1620000,3061000,2448000,2023000,1850000,525000,530000,1070000,1495000,3639000,1035000,1175000,2130000,2178000,535000,1935000,,2260000,,3025500,1610000,1585000,565000,2723000,2080000,1670000,635000,1570000,527500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,3,5,4,4,3,1,1,2,2,6,2,2,4,4,1,3,,4,,5,3,3,1,4,3,3,1,3,1,49563000,85
Kinross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490000,2020000,1045000,2995500,2640000,2180000,2035000,2180000,1449000,2524500,3011000,545000,3149000,2338000,665000,1550000,3885000,457500,520000,1978000,1513000,1980000,1211000,1768000,550000,1509000,1387000,1534500,1550500,,460000,1505000,1025500,2015000,812500,1078000,1547500,2487500,1940000,,,485000,,950000,1557500,440000,1650000,845000,2092500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,6,5,4,4,4,3,5,6,1,6,5,1,3,8,1,1,4,3,4,3,4,1,3,3,3,3,,1,3,2,4,2,2,3,5,4,,,1,,2,3,1,3,2,4,72551500,145
Koondoola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705500,1777500,785000,2074000,700000,840000,1659000,817000,1215000,399000,887000,1743000,860000,450000,2209095,584200,1440000,730000,1353000,2089000,755000,1265000,1522000,2290930,2837550,475000,450000,,455000,370000,410000,385000,,945000,1545000,2664500,758000,715501,362000,1128000,,1044000,695000,685000,700000,335000,,702000,,347000,,709000,,315000,387000,219000,,,362000,497000,,283000,315000,,,,,,,,,,280000,580000,362000,,,,,,315000,,305000,,,1013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,2,5,2,2,4,2,3,1,2,4,2,1,5,2,3,2,3,5,2,3,4,6,7,1,1,,1,1,1,1,,3,4,7,2,2,1,3,,3,2,2,2,1,,2,,1,,2,,1,1,1,,,1,2,,1,1,,,,,,,,,,1,2,1,,,,,,1,,1,,,3,,,,55100776,143
Koongamia,337500,,320000,,,310000,285000,,,618000,627000,,,,,,,280000,337000,,,,,,,262000,,275000,,280000,938500,,,,282500,,,262000,,586492,,,300000,310000,610000,,,305000,,,580000,,320000,,,300000,310000,328000,609000,,335000,614500,,345000,350000,710500,655000,170000,,297000,,310000,,329500,,,318000,357500,352000,685000,370000,,315000,320000,975000,405000,785000,,735000,,800000,465400,,690000,752000,1140000,705000,745000,,345000,355000,390000,,310000,385000,320000,,725000,350000,320000,,,99000,305000,,,,,720000,345000,,,,,345000,,355000,,,276455,,,,315000,412500,,300000,,,,352000,315000,,,,,,,,290000,,249000,,,,,,,,,,,,,,,,285000,1,,1,,,1,1,,,2,2,,,,,,,1,1,,,,,,,1,,1,,1,3,,,,1,,,1,,2,,,1,1,2,,,1,,,2,,1,,,1,1,1,2,,1,2,,1,1,2,2,1,,1,,1,,1,,,1,1,1,2,1,,1,1,3,1,2,,2,,2,2,,2,2,3,2,2,,1,1,1,,1,1,1,,2,1,1,,,1,1,,,,,2,1,,,,,1,,1,,,1,,,,1,1,,1,,,,1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,33468347,103
Kwinana Town Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161977,,,,,,,,,,,,159400,444992,308577,459577,140100,623792,766568,299500,308418,308292,,,,,,,,,,,,,,,,,,,,,,,306900,907500,,264000,297000,,553750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,3,2,3,1,4,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6310343,34
Landsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564000,402000,4638000,1779000,2559500,1120000,2345000,2265000,1941500,1556000,3487500,1705000,3735000,2246500,1918000,2432000,3540000,1980000,1512000,2190500,1606000,2702500,4006000,2102001,1060000,946000,1428000,3066000,2380000,1725500,1640000,1482000,2253000,3814100,4715500,3293500,4962998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,3,5,2,4,4,4,3,6,3,7,4,3,4,7,4,2,4,3,5,7,4,2,2,3,6,4,3,3,3,4,7,9,6,9,87099599,158
Langford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215000,2168000,3922400,2113000,3023000,792000,2034500,415000,2317500,493000,1475100,1821000,1675000,825000,1040000,378000,1955000,1859000,782500,1676000,2550000,760000,1051000,1301000,,915000,909000,285000,618000,390000,315000,1118000,499000,430000,774000,1583500,470000,392500,,773000,,1591000,355000,1397500,426000,690500,,1185000,,593000,420000,430000,255000,360000,,220000,722000,,230000,,,,,415000,,378000,,,415000,,,745000,265000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,8,4,7,2,5,1,5,1,5,4,4,2,2,1,4,4,2,4,6,2,3,3,,2,2,1,2,1,1,3,1,1,2,4,1,1,,2,,4,1,4,1,2,,3,,2,1,1,1,1,,1,2,,1,,,,,1,,1,,,1,,,2,1,,,,58207000,142
Lathlain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950000,1442000,1675000,830000,950000,1924000,2175000,,765000,2397500,1495000,2399000,1765000,650000,,,2655000,160000,710000,580000,940000,1942500,730000,590000,,,570000,1973000,,1899500,825000,590000,,798000,,1350000,,749000,1335000,,1140000,2079500,,,629000,,577000,,565000,,,,,1603000,,765000,,515000,515000,1185000,,625000,,,,635000,,,1360000,880000,,,,,,,,,1455000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,3,,1,3,2,3,1,1,,,3,1,1,1,1,3,1,1,,,1,3,,3,1,1,,1,,2,,1,2,,2,3,,,1,,1,,1,,,,,2,,1,,1,1,2,,1,,,,1,,,2,1,,,,,,,,,2,,52343000,72
Leda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329500,,360000,415000,1128000,715000,375000,1257500,415000,355000,425000,600000,365000,,1033000,1304000,725000,740000,765000,,728000,742500,,760000,419000,1009000,305000,325000,,1072500,316000,695000,1016512,,797000,280000,,300000,,1275000,,,260000,333000,350000,575000,215000,,322000,,,,300000,296500,,,315000,,,255000,,,215000,,,,,240000,373000,,,,201000,,,,,,,225000,292500,,260000,,,606500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,3,2,1,4,1,1,1,2,1,,3,3,2,2,2,,2,2,,2,1,3,1,1,,3,1,2,3,,2,1,,1,,4,,,1,1,1,2,1,,1,,,,1,1,,,1,,,1,,,1,,,,,1,1,,,,1,,,,,,,1,1,,1,,,2,,26982012,80
Leederville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543500,3440000,,,,,,1710000,590000,,631000,1300000,,,,,,,,,,850000,,1420000,,,,1010000,,,,876000,1230000,,,,,,,,,,1690000,,,1000000,,730000,,,,,,,880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,2,1,,1,1,,,,,,,,,,1,,2,,,,2,,,,1,1,,,,,,,,,,2,,,1,,1,,,,,,,1,,,18900500,22
Leeming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055000,1532000,2305000,1520000,3688800,2253000,,3967000,2110000,2342500,6113000,5903000,1854000,1490000,1967000,2210000,2897500,550000,1432500,3218000,748000,1325000,960000,2627000,2043000,602000,1555000,610000,750000,1845000,680000,4135000,2330000,2109000,1525000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,5,3,,5,3,3,9,8,3,2,3,3,4,1,2,5,1,2,1,4,3,1,2,1,1,3,1,6,3,3,2,,73252300,103
Lesmurdie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817000,1698000,990000,2495000,2965000,740000,1140000,3631000,3855000,2147500,575000,2195000,430000,,1690000,,560000,490000,1050000,2543000,1770000,2585000,3234000,2565000,2905000,4145000,,3080000,920000,590000,469000,,1730000,1285000,1830000,787000,1470000,1251000,,2919000,,1328000,2163000,,395000,,,1532000,490000,,475000,775000,488000,660000,740000,2770000,2506000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,4,1,2,6,4,4,1,3,1,,3,,1,1,1,4,3,4,4,3,5,6,,4,1,1,1,,2,2,3,1,2,2,,5,,2,3,,1,,,3,1,,1,1,1,1,1,4,4,,79868500,119
Lockridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955000,1615000,1574000,3255000,1461000,1646000,2279000,1255000,2160000,1203000,435000,2453000,,1609000,460000,1265000,2293000,730000,915000,1599000,600000,990620,889830,2130000,950000,747944,765000,832000,300000,660000,762000,605000,360000,700000,,1221000,,375000,,321000,,,,720000,310000,,,680000,239000,,359500,937000,642500,,335000,,303000,600000,337500,395000,290000,,,,,,435000,259000,,312500,280000,,,,,614000,,545000,519000,,,225000,517000,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,8,4,5,6,3,6,4,1,6,,4,1,3,6,2,2,4,2,3,4,5,3,2,3,2,1,2,2,2,1,2,,3,,1,,1,,,,2,1,,,2,1,,1,3,2,,1,,1,2,1,1,1,,,,,,2,1,,1,1,,,,,2,,2,2,,,1,2,1,,53596394,151
Lynwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478800,1630000,,2008500,1895000,1015000,1487000,388000,1948000,889000,955000,2281500,945000,455000,465000,430000,420000,2280000,,1439000,2625000,866000,844000,938000,1353000,,455000,,785000,825500,,798000,835000,450000,425000,,902000,698000,,810000,,390000,330000,,678000,754000,1105000,375000,772000,1682500,352000,349000,,410000,410000,412000,413000,350000,,,,,,,375000,,,,,,420000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,4,2,3,1,5,2,2,6,2,1,1,1,1,5,,3,6,2,2,2,3,,1,,2,2,,2,2,1,1,,2,2,,2,,1,1,,2,2,3,1,2,4,1,1,,1,1,1,1,1,,,,,,,1,,,,,,1,1,,,45016800,105
Maddington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210000,1823000,2075000,1865000,670000,1245000,350000,935000,1230000,395000,295000,435000,612000,285000,3016000,475000,538000,440000,1335000,545000,,,217000,645000,612000,377500,730000,287000,655000,275000,1190000,722500,250000,,240000,944000,230000,655000,,841000,970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,5,6,2,3,1,3,4,2,1,1,2,1,5,1,2,2,4,2,,,1,2,2,1,3,1,2,1,3,2,1,,1,3,1,1,,2,3,,29615000,86
Madeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327000,1065000,3697000,3405000,3650000,435000,1335000,1450000,4194000,635000,2045000,1280000,2458500,4622000,2357500,587000,5191500,,1720000,2669000,3370000,2085000,2450000,680000,,2652500,1325000,1315000,1836500,,2491000,605000,610000,1800000,1682500,1180000,4045000,2276614,1557000,2672500,1820000,1260000,2284500,1055000,1867000,1382500,560000,427000,1114000,1061000,970000,475000,1930000,1110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,5,6,1,2,2,7,2,4,2,5,7,4,1,8,,3,4,5,4,4,1,,4,2,2,3,,4,1,1,3,3,2,7,4,3,5,3,2,4,2,4,3,1,1,2,2,2,1,3,2,97073114,165
Mahogany Creek,,,810000,,512500,,,,700000,1005000,,,,430000,1100000,,1094500,,515000,,485000,500000,450000,,735000,,,770000,480000,,1544000,,,,,645000,605000,,1160000,475000,675000,,,,,880000,,,,,605000,600000,470000,,,575000,,,,,,,,,1555000,,500000,425000,2115000,,,,,,760000,,580000,,535000,,55000,1870000,1440000,515000,,,1933000,440000,545000,,740000,,,,1237000,1295000,585000,640000,420000,772000,685000,,1180000,,,490000,505000,,,660000,,,442000,,549000,380000,,,,,,,1025000,,1490000,558000,,622000,430000,,,,,,448000,,,,,,,,619000,,,,,,,,,,,,,,,,,,,,,,545000,,,,,,1,,1,,,,1,2,,,,1,1,,2,,1,,1,1,1,,2,,,2,1,,3,,,,,1,1,,2,1,1,,,,,1,,,,,1,1,1,,,1,,,,,,,,,3,,1,1,2,,,,,,1,,1,,1,,1,2,2,1,,,3,1,1,,1,,,,2,2,1,1,1,1,1,,2,,,1,1,,,1,,,1,,1,1,,,,,,,1,,2,1,,1,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,47406000,80
Maida Vale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140000,5679000,2398000,1405000,2012500,2695000,3210000,2440000,2996500,379000,1722000,1735000,2810000,,912500,2005000,425000,1525000,205000,3091200,880000,2975000,1754000,2437500,1030000,1841000,1610000,2682500,2026000,2010000,1685000,512500,815000,2787000,925000,1820000,425000,1325000,2026000,1287000,2240000,2010000,1110000,725000,1120000,1010000,1350000,1310000,822000,450000,1075000,,425000,455000,860000,1250000,,460000,1717000,630000,825000,690000,2957500,820000,1025000,2525000,988000,418000,1348000,924000,530000,2445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,5,2,3,4,4,3,6,1,4,2,4,,2,4,1,2,1,5,1,5,3,5,2,4,3,4,4,3,2,1,2,4,1,2,1,2,4,3,3,3,2,1,2,2,3,3,2,1,2,,1,1,2,2,,1,4,1,1,1,5,1,2,4,2,1,2,2,1,3,106153700,180
Manning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000,1599000,1558000,2110000,3811150,4673063,2554000,2120000,960000,2620000,860000,3914500,2228800,3222750,2946000,730000,3710000,1675000,3149050,1242500,5260250,2915000,1370000,625000,690000,1823000,3504000,3340000,2703000,,900000,1007500,,3031000,1900000,1800000,1575000,4022000,5855000,3415000,1530500,565000,3520000,2780000,780000,2932500,1715000,1735000,1175000,,802000,511000,720000,2415000,1515000,2239000,1447500,2035000,1591500,1985000,605000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,4,6,3,2,1,3,1,5,3,4,3,1,5,2,4,2,6,3,2,1,1,2,4,4,3,,1,1,,4,2,2,2,5,5,4,2,1,4,3,1,3,2,2,1,,1,1,1,3,2,3,2,3,2,2,1,126693563,151
Marangaroo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2730000,1305500,470000,2325000,1130000,1887000,910000,825000,795000,,879000,836000,2360000,1152500,391000,1650000,380000,2023000,778000,802000,1089000,770000,856000,2233500,310000,,760000,1561000,895000,2019000,385000,737000,802000,740000,,1118000,,789000,1028000,1008000,442000,1605000,,2197500,810000,1150000,380000,462500,784000,895000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,5,3,4,2,2,2,,2,2,5,3,1,4,1,5,2,2,2,2,2,5,1,,2,4,2,4,1,2,2,2,,3,,2,3,3,1,4,,6,2,3,1,1,2,2,49455500,119
Mardella,,270000,,,835000,,667500,,,,,,679000,,,,,,,,,,,,,,,,520000,,,590000,,915000,,,,,810000,,,,,,1000000,,535000,1000000,,800000,,,,,,,,,,,,,,,,722000,,700000,,605000,,760000,765000,,,,,,,,,875000,800000,,,,,700000,,,,,,,800000,,,,680000,,760000,1100000,1150000,,,,,,700000,,,,,,,1075000,,,,,,,,,,,,,,,,,,,,,,,750000,,,,,600000,,,,,,,,,525000,,,,,,,,1450000,955000,,,542000,695000,,,,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,1,,,,,1,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,1,1,,,,,,,,,1,1,,,,,1,,,,,,,1,,,,1,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,1,1,,,26330500,35
Mariginiup,,1000000,3300000,,,,,,,,,730000,,,,,970000,,,,,,,,,,,,890000,840000,,,880000,1225000,,,,,1175000,,,,,,,,,1100000,,,1825000,,2025000,860000,,,,,,,,,2280000,,,,,,1200000,,627000,,,910000,1585000,1125000,,610000,780000,,1325000,665000,1398000,1100000,1320000,675000,,2649000,,1070000,,2059000,1950000,1315000,3720000,,2850000,,,,,,1500000,,,,,,,,865000,,,1085000,925000,,1600000,,,,,,,,,,,,1040000,,,,955000,2030000,,2515000,,1500000,,855000,,,,,,,,,,,760000,,,1280000,,,,,,805000,,,,,,,,,,1,2,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,1,,,1,1,,,,,1,,,,,,,,,1,,,2,,2,1,,,,,,,,,2,,,,,,1,,1,,,1,1,1,,1,1,,1,1,1,1,1,1,,2,,1,,2,1,1,2,,2,,,,,,1,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,1,,,,1,2,,2,,1,,1,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,65748000,58
