DATAFLOW,MEASURE: Measure,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2008-Q3,385,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2008-Q4,373,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2009-Q1,380,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2009-Q2,398,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2009-Q3,423,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2009-Q4,450,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2010-Q1,450,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2010-Q2,480,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2010-Q3,477,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2010-Q4,487.6,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2011-Q1,479,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2011-Q2,485,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2011-Q3,480,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2011-Q4,460,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2012-Q1,500,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2012-Q2,510,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2012-Q3,487,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2012-Q4,525,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2013-Q1,520,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2013-Q2,530,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2013-Q3,550,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2013-Q4,565,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2014-Q1,591.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2014-Q2,610,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2014-Q3,620,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2014-Q4,650,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2015-Q1,657,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2015-Q2,705,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2015-Q3,710,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2015-Q4,723,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2016-Q1,706.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2016-Q2,720,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2016-Q3,710,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2016-Q4,735,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2017-Q1,730,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2017-Q2,770,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2017-Q3,720,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2017-Q4,741,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2018-Q1,742,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2018-Q2,730,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2018-Q3,730,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2018-Q4,725,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2019-Q1,695,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2019-Q2,700,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2019-Q3,710,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2019-Q4,736,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2020-Q1,730,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2020-Q2,730,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2020-Q3,730,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2020-Q4,747,AUD: Australian Dollars,3: Thousands,r: revised,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,1GSYD: Greater Sydney,Q: Quarterly,2021-Q1,760,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2008-Q1,308.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2008-Q2,305,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2008-Q3,292.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2008-Q4,300,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2009-Q1,296.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2009-Q2,310,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2009-Q3,310.1,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2009-Q4,350,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2010-Q1,350.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2010-Q2,343.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2010-Q3,340,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2010-Q4,345,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2011-Q1,338,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2011-Q2,330,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2011-Q3,335,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2011-Q4,337.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2012-Q1,343,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2012-Q2,327.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2012-Q3,315,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2012-Q4,331.3,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2013-Q1,340,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2013-Q2,330,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2013-Q3,325,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2013-Q4,350,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2014-Q1,360,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2014-Q2,340,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2014-Q3,345,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2014-Q4,356.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2015-Q1,360,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2015-Q2,350,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2015-Q3,340,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2015-Q4,370,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2016-Q1,360,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2016-Q2,365,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2016-Q3,370,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2016-Q4,392,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2017-Q1,389.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2017-Q2,400,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2017-Q3,395,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2017-Q4,421,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2018-Q1,449,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2018-Q2,457.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2018-Q3,440.3,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2018-Q4,465,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2019-Q1,471.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2019-Q2,490,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2019-Q3,480,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2019-Q4,517,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2020-Q1,529,AUD: Australian Dollars,3: Thousands,r: revised,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2020-Q2,520,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2020-Q3,530,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2020-Q4,570,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2021-Q1,610,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2008-Q1,175,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2008-Q2,173.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2008-Q3,190,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2008-Q4,202,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2009-Q1,175,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2009-Q2,174.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2009-Q3,170,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2009-Q4,196,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2010-Q1,199.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2010-Q2,172.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2010-Q3,200,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2010-Q4,185,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2011-Q1,210,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2011-Q2,176.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2011-Q3,190,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2011-Q4,176,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2012-Q1,180,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2012-Q2,179,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2012-Q3,156,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2012-Q4,170,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2013-Q1,185,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2013-Q2,160.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2013-Q3,180,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2013-Q4,196,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2014-Q1,178.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2014-Q2,190,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2014-Q3,190,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2014-Q4,180.1,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2015-Q1,185,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2015-Q2,210,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2015-Q3,190,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2015-Q4,182,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2016-Q1,187,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2016-Q2,202.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2016-Q3,195,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2016-Q4,205,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2017-Q1,180,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2017-Q2,200,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2017-Q3,172,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2017-Q4,170,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2018-Q1,202.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2018-Q2,186,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2018-Q3,190,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2018-Q4,190,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2019-Q1,185,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2019-Q2,192,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2019-Q3,185,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2019-Q4,190,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2020-Q1,197,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2020-Q2,170,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,4RSAU: Rest of SA,Q: Quarterly,2020-Q3,201,AUD: Australian Dollars,3: Thousands,,
